,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,sample
GIPC2,0.0768155990655596,3.966779749453586e-06,0.00030105956064378075,2.2406145838704816e-07,0.009900990099009901,0.000232684256087037,8.09546887643589e-06,4.393361929157807e-07,0.014144271570014145,YP15A
GNL2,0.07466084521225139,7.034440980602241e-06,0.00030105956064378075,4.124423058637916e-08,0.009900990099009901,0.00020542834693369796,1.4068881961204482e-05,8.775368209867906e-08,0.014144271570014145,YP15A
CASZ1,0.0712370301638132,1.6956794189559865e-05,0.00030105956064378075,1.785825631928084e-06,0.009900990099009901,0.0002286881218444502,3.324861605796052e-05,3.1330274244352355e-06,0.014144271570014145,YP15A
MTMR11,0.0699098383574766,2.3611015588342887e-05,0.00030105956064378075,6.729434077756835e-07,0.009900990099009901,0.0002117498690866531,4.54057992083517e-05,1.2461914958808954e-06,0.014144271570014145,YP15A
CDC20,0.06847445082001485,3.356418767386238e-05,0.00030105956064378075,4.5112284130510716e-07,0.009900990099009901,0.0001875906916421287,6.332865598841958e-05,8.51175172273787e-07,0.014144271570014145,YP15A
AQP10,0.06699910185986979,4.785623089909041e-05,0.00030105956064378075,6.710026934086954e-08,0.009900990099009901,0.00016504980977645342,8.86226498131304e-05,1.3693932518544806e-07,0.014144271570014145,YP15A
PSMD4,0.06249739555043516,0.0001353885569530533,0.00030105956064378075,1.015765575973493e-05,0.009900990099009901,0.0002011585541527137,0.0002461610126419151,1.6929426266224883e-05,0.014144271570014145,YP15A
TCEA3,0.05848189181417991,0.00032441411920558494,0.00030105956064378075,6.992414075535081e-07,0.009900990099009901,0.00014424898811155287,0.0005793109271528302,1.2713480137336508e-06,0.014144271570014145,YP15A
CRYBG2,0.057819078186390635,0.00037293786835812526,0.00030105956064378075,4.06966515820173e-06,0.009900990099009901,0.0001722186168164027,0.000648807160650989,6.897737556274118e-06,0.014144271570014145,YP15A
ATP8B2,0.057776073684739644,0.0003763081531775736,0.00030105956064378075,2.4583328780858338e-05,0.009900990099009901,0.00019684053563789352,0.000648807160650989,3.9650530291707e-05,0.014144271570014145,YP15A
C1QTNF12,0.057206002122129056,0.00042374073307993587,0.00030105956064378075,3.310805716250087e-07,0.009900990099009901,0.00013715219289871832,0.0007182046323388744,6.366934069711706e-07,0.014144271570014145,YP15A
KIAA1324,0.056607410511390156,0.00047947096186018445,0.00030105956064378075,2.3500353595440338e-05,0.009900990099009901,0.00020371790382586407,0.0007991182697669741,3.852516982859072e-05,0.014144271570014145,YP15A
PIK3CD,0.05624807768327442,0.0005161103470591177,0.00030105956064378075,2.2372623467159514e-06,0.009900990099009901,0.00014578184738529295,0.000834270249098284,3.857348873648192e-06,0.014144271570014145,YP15A
PDE4B,0.056237307039597124,0.0005172475544409361,0.00030105956064378075,8.293799839131921e-07,0.009900990099009901,0.00014412227181570094,0.000834270249098284,1.4810356855592716e-06,0.014144271570014145,YP15A
MEGF6,0.05530286600893572,0.0006252185057585846,0.00030105956064378075,0.00010410761194290519,0.009900990099009901,0.00022057472363108416,0.000992410326600928,0.00016016555683523873,0.014144271570014145,YP15A
IFI44,0.05442506469123511,0.0007452475401108494,0.00030105956064378075,2.6310818761476895e-05,0.009900990099009901,0.00018509388483099788,0.0011644492814232021,4.176320438329666e-05,0.014144271570014145,YP15A
TIE1,0.05199477022988755,0.001196862172753388,0.00030105956064378075,4.4972899582162995e-05,0.009900990099009901,0.00017393730982355127,0.0018413264196205966,7.027015559712968e-05,0.014144271570014145,YP15A
GALE,0.046981990074853874,0.0030020394670031703,0.00030105956064378075,0.00038505101206798287,0.009900990099009901,0.00020182042530463948,0.0045485446469745,0.0005662514883352689,0.014144271570014145,YP15A
BMP8A,0.04357028945635663,0.0053717821409473565,0.00030105956064378075,0.00029508783405751693,0.009900990099009901,0.00016225281849729142,0.008017585284996053,0.0004404296030709208,0.014144271570014145,YP15A
ABCA4,0.04104602443429133,0.008076302825185122,0.00030105956064378075,0.0011400782283966793,0.019801980198019802,0.00019693241528595824,0.011876915919389885,0.0016286831834238277,0.027126000271260005,YP15A
PLEKHN1,0.040235648097268366,0.009168442364222429,0.00030105956064378075,0.0026287721079275572,0.0297029702970297,0.00019638214132784848,0.01328759762930787,0.0036510723721216074,0.038575286100038575,YP15A
CD2,0.04000991942912183,0.009494806207619777,0.00030105956064378075,0.00029412792515903785,0.009900990099009901,0.0001289387801564857,0.013564008868028254,0.0004404296030709208,0.014144271570014145,YP15A
PDZK1IP1,0.038102362025000475,0.012682571177904167,0.00030105956064378075,0.009072841486722827,0.0297029702970297,0.00023252276857079954,0.017862776306907278,0.012260596603679496,0.038575286100038575,YP15A
EPHA2,0.03547030575217516,0.018575457563693054,0.00030105956064378075,0.0007780798632193164,0.009900990099009901,0.00012907295648964537,0.025688093644613188,0.0011276519756801687,0.014144271570014145,YP15A
THBS3,0.0354030940746541,0.018752308360567627,0.00030105956064378075,0.005117358954021323,0.019801980198019802,0.0001648340099414721,0.025688093644613188,0.007010080758933319,0.027126000271260005,YP15A
CITED4,0.03526514036079646,0.019119791315872603,0.00030105956064378075,0.001996705139395316,0.009900990099009901,0.00018373017531830786,0.025837555832260276,0.002812260759711713,0.014144271570014145,YP15A
ROR1,0.032856350205759374,0.026590348073688097,0.00030105956064378075,0.009279061289004575,0.04950495049504951,0.00018871241647864457,0.03545379743158413,0.012372081718672767,0.06188118811881188,YP15A
SH3D21,0.03193878301793636,0.030015335323334558,0.00030105956064378075,0.009541861570525723,0.019801980198019802,0.00017561045564632152,0.03949386226754547,0.01239202801366977,0.027126000271260005,YP15A
TGFBR3,0.029656518273639815,0.04014259407086618,0.00030105956064378075,0.009520200074795482,0.0297029702970297,0.0001561193192447555,0.052133239053072954,0.01239202801366977,0.038575286100038575,YP15A
TAF13,0.02899879757738723,0.04352882665919022,0.00030105956064378075,0.014152711113506022,0.039603960396039604,0.00017258117539802826,0.05580618802460285,0.01791482419431142,0.05013159543802481,YP15A
LCE1D,0.028834832711779942,0.044407943470582856,0.00030105956064378075,0.020773942023040393,0.0594059405940594,0.00018502258225780663,0.05621258667162386,0.02596742752880049,0.07334066740007333,YP15A
HSPB7,0.10519906727414645,6.336915825411182e-08,0.0004018212334910577,5.732376795464234e-10,0.009900990099009901,0.00027915196254979356,6.336915825411182e-06,2.8661883977321168e-08,0.14144271570014144,YP15C
C1orf94,0.09786256761260495,4.382642468936382e-07,0.0004018212334910577,1.7444379274422772e-11,0.009900990099009901,0.0002069650859595892,2.191321234468191e-05,1.7444379274422772e-09,0.14144271570014144,YP15C
STK40,0.04495349814552033,0.011361603280934385,0.0004018212334910577,0.0046963708250101766,0.0297029702970297,0.00030056026831190753,0.37872010936447953,0.07827284708350295,0.21216407355021213,YP15C
CD53,0.03831555599080249,0.02577261390545693,0.0004018212334910577,0.00323570993515232,0.019801980198019802,0.00021213611716690595,0.46154736389268847,0.07827284708350295,0.198019801980198,YP15C
FCGR1B,0.03621544471731158,0.0327269600991551,0.0004018212334910577,0.006741621327294722,0.039603960396039604,0.00021432167852934007,0.46154736389268847,0.08427026659118403,0.23296447291788,YP15C
SYNC,0.03314449060296855,0.04561490679584235,0.0004018212334910577,0.004103863932063079,0.009900990099009901,0.0001409037950320294,0.46154736389268847,0.07827284708350295,0.14144271570014144,YP15C
PTAFR,0.032797443305994614,0.0472983741415246,0.0004018212334910577,0.03353335159564286,0.0594059405940594,0.00034280217204865263,0.46154736389268847,0.17649132418759397,0.25828669823504086,YP15C
